city,city_id
Hà Nội-  Thanh Hóa-  Thái Bình,599
Hà Nội-  Hà Nam-  Nam Định,600
Hà Nội-  Hồ Chí Minh-  Ninh Bình,601
Hà Nội-  Hồ Chí Minh-  Thanh Hóa,602
Bắc Giang-  Vĩnh Phúc-  Bắc Ninh,603
Bắc Giang-  Bắc Ninh,604
Hồ Chí Minh-  Bình Dương,605
Long An-  Hưng Yên,606
Hà Nội-  Thái Nguyên-  Hải Phòng,607
Hải Phòng-  Quảng Ninh-  Thái Bình,608
Toàn quốc,609
Long An-  Hà Nội-  Quảng Ninh,610
Bình Dương-  Hà Nội,611
Hà Nội-  Đà Nẵng,612
Đồng Nai-  Hồ Chí Minh-  Bình Dương,613
Hải Phòng-  Hải Dương,614
Hà Nội-  Hưng Yên-  Bắc Ninh,615
Tây Ninh-  Bình Dương,616
Bình Dương-  Tây Ninh,617
Hà Nội-  KV Bắc Trung Bộ-  Phú Thọ,618
Bà Rịa - Vũng Tàu-  Phú Yên-  Sóc Trăng,619
Thừa Thiên- Huế,620
Quảng Trị,621
Đồng Nai-  Hồ Chí Minh,622
Hải Phòng-  Vĩnh Phúc-  Bắc Ninh,623
Hưng Yên-  Hà Nội-  Hải Dương,624
Hà Nội-  Đồng Nai,625
Bắc Ninh-  Hải Dương-  Bắc Giang,626
Kiên Giang-  Hồ Chí Minh-  Hà Nội,627
Khánh Hòa-  Bình Dương-  Đà Nẵng,628
Bắc Giang-  Hà Nội-  Bắc Ninh,629
Hà Nội-  Thái Nguyên,630
Dak Lak-  Dak Nông-  Gia Lai,631
Sóc Trăng-  Kiên Giang-  An Giang,632
Thanh Hóa-  Nghệ An-  Lâm Đồng,633
Hà Nội-  Hà Tĩnh-  Nghệ An,634
Tiền Giang-  Sóc Trăng-  Kiên Giang,635
Bình Phước-  Đồng Nai-  Hồ Chí Minh,636
Sơn La,637
Yên Bái,638
Cao Bằng,639
Nghệ An-  Hồ Chí Minh-  Hà Nội,640
Quảng Ninh-  Hưng Yên,641
Kuala Lumpur,642
Hồ Chí Minh-  Nghệ An,643
Hồ Chí Minh-  Hà Nội-  KV Bắc Trung Bộ,644
Nghệ An-  Hồ Chí Minh-  Kiên Giang,645
KV Bắc Trung Bộ-  Thanh Hóa-  Hà Nội,646
Đồng Bằng Sông Cửu Long-  Cần Thơ,647
Hồ Chí Minh-  Bình Dương-  Đồng Nai,648
Hồ Chí Minh-  Bình Dương-  Quảng Nam,649
Hải Phòng-  Hải Dương-  Vĩnh Phúc,650
Đồng Nai-  Bình Dương-  Tiền Giang,651
Bình Dương-  Quảng Ninh,652
Cần Thơ-  Vĩnh Long,653
Khánh Hòa-  Bà Rịa - Vũng Tàu-  Cần Thơ,654
Nam Định-  Ninh Bình-  Hải Dương,655
Bình Định-  Tây Ninh-  Sóc Trăng,656
Kiên Giang-  Thừa Thiên- Huế-  Hà Tĩnh,657
Bắc Ninh-  Bắc Giang-  Hồ Chí Minh,658
Hồ Chí Minh-  Long An,659
Long An-  Tiền Giang-  Kiên Giang,660
Lai Châu,661
Đồng Nai-  Bà Rịa - Vũng Tàu-  Bình Thuận,662
Hồ Chí Minh-  Long An-  Kiên Giang,663
Đà Nẵng-  Bình Định-  Quảng Nam,664
Hà Nội-  Bắc Giang,665
Lào Cai-  Thái Nguyên-  Sơn La,666
Bắc Ninh-  Hồ Chí Minh,667
Khánh Hòa-  Tây Ninh-  Cần Thơ,668
Hậu Giang-  Cần Thơ,669
Quảng Ninh-  Hà Nội-  Hồ Chí Minh,670
Bắc Cạn,671
Quảng Nam-  Bắc Ninh-  Quảng Trị,672
Hồ Chí Minh-  Long An-  Bà Rịa - Vũng Tàu,673
Cần Thơ-  Trà Vinh-  Vĩnh Long,674
Long An-  Bạc Liêu-  Cà Mau,675
Bà Rịa - Vũng Tàu-  Lạng Sơn,676
Đà Nẵng-  Dak Lak-  Dak Nông,677
Đồng Nai-  Lâm Đồng-  Phú Yên,678
Hồ Chí Minh-  Ninh Thuận-  Long An,679
Hồ Chí Minh-  Bình Phước-  Đồng Nai,680
Bạc Liêu-  Tiền Giang,681
Hà Tĩnh-  Nghệ An,682
Tây Ninh-  Hưng Yên-  Hà Nội,683
Đồng Tháp-  Khánh Hòa,684
Dak Nông-  Thanh Hóa-  Bình Phước,685
Hồ Chí Minh-  Đồng Nai,686
An Giang-  Bà Rịa - Vũng Tàu-  Cần Thơ,687
Tiền Giang-  Thái Bình,688
Cần Thơ-  Hà Nội,689
Đà Nẵng-  Quảng Ninh,690
Long An-  Bình Dương-  Trà Vinh,691
Thanh Hóa-  Hà Tĩnh-  Nghệ An,692
Hà Nội-  Đà Nẵng-  Hồ Chí Minh,693
Hải Phòng-  Quảng Ninh,694
Trà Vinh,695
Nghệ An-  Toàn quốc,696
Dak Nông,697
Hưng Yên-  Hải Phòng-  Hà Nam,698
Hà Nội-  Hà Nam,699
Hà Nội-  Hải Phòng-  Hà Nam,700
Bình Dương-  Bà Rịa - Vũng Tàu-  Long An,701
Bắc Ninh-  Hải Phòng-  Hải Dương,702
An Giang-  Đồng Tháp-  Cần Thơ,703
Thanh Hóa-  Quảng Bình-  Hà Tĩnh,704
Hải Dương-  Nam Định,705
Bình Định-  Bà Rịa - Vũng Tàu-  Khánh Hòa,706
Dak Lak-  Gia Lai-  Tây Ninh,707
Đồng Bằng Sông Hồng,708
Tuyên Quang-  Quảng Bình-  Nghệ An,709
Hà Nội-  Bắc Ninh-  Hải Phòng,710
Hà Nội-  Bình Dương,711
Đà Nẵng-  Hồ Chí Minh-  Cần Thơ,712
Phú Thọ-  Yên Bái-  Hưng Yên,713
Đà Nẵng-  Hà Nội,714
Hà Nội-  Đà Nẵng-  Thanh Hóa,715
Quảng Bình-  Quảng Ninh-  Khánh Hòa,716
Phú Thọ-  Bắc Giang-  Quảng Bình,717
Nghệ An-  Thanh Hóa,718
Hà Nội-  Bắc Giang-  Bắc Ninh,719
Tây Ninh-  Bình Phước,720
Trà Vinh-  Hồ Chí Minh-  Cần Thơ,721
Nghệ An-  Bắc Ninh-  Lào Cai,722
Cần Thơ-  Bạc Liêu-  Cà Mau,723
Thái Nguyên-  Tuyên Quang,724
Long An-  Hà Nội,725
Đồng Nai-  Khánh Hòa-  Đà Nẵng,726
Quảng Ngãi-  Khánh Hòa-  Kiên Giang,727
Đồng Nai-  Bình Dương-  Hà Tĩnh,728
Hải Phòng-  Bình Dương-  Bến Tre,729
Hồ Chí Minh-  Tây Ninh-  Tuyên Quang,730
Khánh Hòa-  Vĩnh Phúc-  Thanh Hóa,731
Hà Tĩnh-  An Giang-  Lâm Đồng,732
Bắc Ninh-  Hưng Yên-  Lạng Sơn,733
Hưng Yên-  Bắc Giang-  Vĩnh Phúc,734
Hà Nam-  Bắc Giang,735
Nghệ An-  Thanh Hóa-  Hà Tĩnh,736
Hà Nội-  Hồ Chí Minh-  Toàn quốc,737
Thanh Hóa-  Hải Dương-  Nam Định,738
Hồ Chí Minh-  Tiền Giang,739
Hải Phòng-  Hà Nội-  Hưng Yên,740
Bình Dương-  Quốc tế,741
Hà Nội-  Bình Dương-  Vĩnh Phúc,742
Hồ Chí Minh-  Cần Thơ-  Đồng Nai,743
Hồ Chí Minh-  Hà Nội-  Cần Thơ,744
Cần Thơ-  Dak Lak,745
Hà Nội-  Hưng Yên-  Hải Phòng,746
Hà Nội-  Hồ Chí Minh-  Đồng Nai,747
Gia Lai-  Quảng Ninh,748
Hà Nội-  Hải Dương-  Hải Phòng,749
Thanh Hóa-  Nam Định-  Hải Phòng,750
Hà Nội-  Thái Bình-  Toàn quốc,751
Cần Thơ-  Long An-  Sóc Trăng,752
Dak Lak-  Dak Nông,753
Bình Thuận-  Đồng Tháp-  Khánh Hòa,754
Đà Nẵng-  Bắc Ninh-  Thừa Thiên- Huế,755
Hà Nội-  Thái Bình-  Ninh Bình,756
Hải Phòng-  Thanh Hóa-  Hà Nam,757
Quảng Ninh-  Thanh Hóa,758
Tiền Giang-  Dak Lak,759
Đà Nẵng-  Hà Tĩnh,760
Hải Phòng-  Ninh Bình,761
Gia Lai-  Long An,762
Hà Nội-  Hải Phòng-  Bắc Giang,763
Thái Bình-  Toàn quốc,764
Toàn quốc-  Thái Bình,765
KV Nam Trung Bộ,766
Hà Nội-  Vĩnh Phúc-  Phú Thọ,767
Bình Dương-  Nghệ An-  Hải Dương,768
Nghệ An-  Hà Nội-  Thanh Hóa,769
Hải Dương-  Hải Phòng-  Quảng Ninh,770
Singapore,771
Hồ Chí Minh-  Thái Bình,772
Bà Rịa - Vũng Tàu-  Hồ Chí Minh,773
Hà Nội-  Phú Thọ,774
Bắc Ninh-  Hà Nội,775
Hà Nam-  Hà Nội,776
Kiên Giang-  Hồ Chí Minh,777
Đà Nẵng-  Lâm Đồng,778
Phú Yên-  Ninh Thuận-  Khánh Hòa,779
Hồ Chí Minh-  Hà Nội-  Đà Nẵng,780
An Giang-  Bến Tre,781
Hồ Chí Minh-  Dak Lak-  Hà Nội,782
Bà Rịa - Vũng Tàu-  Đồng Tháp-  Tây Ninh,783
Ninh Bình-  Sơn La-  Đồng Nai,784
Lạng Sơn-  Nghệ An-  Vĩnh Phúc,785
Lâm Đồng-  Đồng Nai-  Tuyên Quang,786
Long An-  Tây Ninh-  Vĩnh Long,787
Gia Lai-  Hà Tĩnh-  Quảng Ninh,788
Bắc Ninh-  Hà Nội-  Hưng Yên,789
Long An-  Bà Rịa - Vũng Tàu,790
Hải Dương-  Hải Phòng,791
Hà Nội-  Bắc Ninh-  Vĩnh Phúc,792
Hồ Chí Minh-  Bà Rịa - Vũng Tàu,793
Long An-  Thừa Thiên- Huế-  Cần Thơ,794
Lâm Đồng-  Đà Nẵng,795
Nam Định-  Thái Bình-  Hà Nam,796
Thái Bình-  Nam Định-  Ninh Bình,797
Kiên Giang-  Cà Mau,798
Tiền Giang-  Bạc Liêu-  Sóc Trăng,799
Tiền Giang-  Vĩnh Long-  Cần Thơ,800
Quảng Trị-  Quảng Nam-  Quảng Ngãi,801
Bến Tre-  Indonesia,802
Cần Thơ-  Bạc Liêu-  An Giang,803
Hồ Chí Minh-  Bình Dương-  Đà Nẵng,804
Hồ Chí Minh-  Bình Dương-  Bình Định,805
Quảng Bình-  Kiên Giang-  Quảng Ninh,806
Đà Nẵng-  Quảng Ngãi,807
Hồ Chí Minh-  Đà Nẵng-  Khánh Hòa,808
Long An-  Cà Mau-  Kiên Giang,809
Đồng Nai-  Bình Dương-  Bà Rịa - Vũng Tàu,810
Hà Nội-  Phú Thọ-  Quảng Ninh,811
Tiền Giang-  Long An,812
Quảng Nam-  Bình Định,813
Bắc Giang-  Hải Dương-  Bắc Ninh,814
Hà Giang-  Nghệ An,815
Sơn La-  Tuyên Quang-  Thái Nguyên,816
Hồ Chí Minh-  Tây Ninh-  Long An,817
Ninh Bình-  Hải Phòng-  Thái Bình,818
Hà Nam-  Hải Phòng,819
Khánh Hòa-  Dak Lak-  Lào Cai,820
Đà Nẵng-  Hà Nội-  Hồ Chí Minh,821
Lào Cai-  Yên Bái-  Tuyên Quang,822
Tây Ninh-  Bình Phước-  Bình Dương,823
Phú Yên-  Bình Định-  Khánh Hòa,824
Vĩnh Phúc-  Khánh Hòa,825
Cần Thơ-  Hồ Chí Minh,826
Hà Nội-  Thanh Hóa,827
Đà Nẵng-  Kon Tum-  Khánh Hòa,828
Đà Nẵng-  Dak Lak-  Đồng Nai,829
Hà Nội-  Kiên Giang,830
Hồ Chí Minh-  Hà Nội-  Toàn quốc,831
Quảng Ninh-  Hưng Yên-  Lạng Sơn,832
Hà Nội-  Long An-  Hồ Chí Minh,833
Quảng Bình-  Hà Nội,834
Nam Định-  Ninh Bình-  Phú Thọ,835
Hà Nam-  Bắc Ninh,836
Nghệ An-  Khánh Hòa,837
Hải Phòng-  Bình Dương-  Nghệ An,838
Kratie,839
Bạc Liêu-  KV Đông Nam Bộ,840
Hồ Chí Minh-  An Giang-  Bà Rịa - Vũng Tàu,841
Bắc Ninh-  Ninh Bình-  Bắc Giang,842
Bắc Giang-  Hà Nội,843
Hà Nội-  Hồ Chí Minh-  Kiên Giang,844
Hải Dương-  Hưng Yên,845
Long An-  Bình Phước-  Bình Dương,846
Cần Thơ-  An Giang-  Kiên Giang,847
Cao Bằng-  Sơn La-  Lào Cai,848
Bà Rịa - Vũng Tàu-  Đồng Nai,849
Hậu Giang-  Bình Dương,850
Long An-  Sóc Trăng-  Tiền Giang,851
Long An-  Bình Dương,852
Hải Phòng-  Thái Nguyên,853
Đồng Nai-  Dak Lak-  Bình Dương,854
Bình Dương-  Hải Dương,855
Hà Nội-  Hồ Chí Minh-  Hải Phòng,856
Hà Nội-  Quảng Nam-  Hồ Chí Minh,857
An Giang-  Cần Thơ-  Đồng Tháp,858
Nghệ An-  Hải Phòng,859
Hà Nội-  Cà Mau-  Khánh Hòa,860
Hà Nội-  Hà Nam-  Hải Dương,861
Bình Phước-  Đồng Nai-  Bà Rịa - Vũng Tàu,862
Thanh Hóa-  Nghệ An,863
Hải Phòng-  Quảng Ninh-  Hải Dương,864
Bình Thuận-  Ninh Thuận,865
Hà Nội-  Vĩnh Phúc-  Hà Nam,866
Hà Nội-  Nghệ An-  Quảng Ninh,867
Đà Nẵng-  Quảng Ngãi-  Quảng Nam,868
Hồ Chí Minh-  Hải Phòng,869
Thái Nguyên-  Hà Nội-  Bắc Ninh,870
Nghệ An-  Hà Nội,871
Đồng Nai-  Bình Phước-  Bình Dương,872
Hồ Chí Minh-  Long An-  Tiền Giang,873
Hà Nam-  Hà Nội-  Hưng Yên,874
Hồ Chí Minh-  Kiên Giang-  Cà Mau,875
Hồ Chí Minh-  Đồng Bằng Sông Cửu Long-  Hà Nội,876
Bình Dương-  Long An-  An Giang,877
Phú Yên-  Lâm Đồng-  Dak Lak,878
Hồ Chí Minh-  Long An-  Bình Dương,879
Hà Nội-  Nghệ An,880
Thừa Thiên- Huế-  Đà Nẵng,881
Bà Rịa - Vũng Tàu-  Đà Nẵng-  Cần Thơ,882
Hải Phòng-  Đà Nẵng-  Hà Nam,883
Hải Phòng-  Nam Định-  Hồ Chí Minh,884
Bình Dương-  Cần Thơ-  Khánh Hòa,885
Bình Thuận-  Thừa Thiên- Huế,886
Đà Nẵng-  Dak Nông-  Quảng Nam,887
Đà Nẵng-  Quảng Bình-  Khánh Hòa,888
Long An-  Tây Ninh,889
Khánh Hòa-  Hà Nội-  Quảng Nam,890
Hồ Chí Minh-  Hà Nội-  Hải Dương,891
Bắc Ninh-  Hà Nam-  Quảng Ngãi,892
Quảng Ngãi-  Bình Phước-  Lạng Sơn,893
Thanh Hóa-  Hà Nam-  Thái Bình,894
Sóc Trăng-  Tây Ninh,895
Lâm Đồng-  Dak Lak,896
Đà Nẵng-  Quảng Nam,897
Hồ Chí Minh-  Hải Phòng-  Hà Nội,898
Hà Nội-  Hà Nam-  Nghệ An,899
Đồng Bằng Sông Cửu Long-  Tiền Giang,900
Hà Nội-  Hải Phòng-  Thái Nguyên,901
Bình Thuận-  Hồ Chí Minh-  Bà Rịa - Vũng Tàu,902
Hà Nội-  Hải Phòng-  Hưng Yên,903
Bình Dương-  Hồ Chí Minh-  Khánh Hòa,904
Đà Nẵng-  Quảng Nam-  Thừa Thiên- Huế,905
Hưng Yên-  Hà Nam-  Hà Nội,906
Hà Nội-  KV Bắc Trung Bộ-  Thanh Hóa,907
Attapeu-  Kon Tum-  Gia Lai,908
Attapeu,909
Attapeu-  Hồ Chí Minh-  Kon Tum,910
Attapeu-  Gia Lai-  Kon Tum,911
Hà Nội-  Ninh Bình,912
Bình Dương-  Gia Lai-  Đà Nẵng,913
Cà Mau-  Bến Tre-  Long An,914
Cần Thơ-  Kiên Giang-  An Giang,915
Nghệ An-  Bình Định-  Hà Tĩnh,916
Hồ Chí Minh-  Đà Nẵng-  Cần Thơ,917
Long An-  Đồng Nai,918
Thái Nguyên-  Phú Thọ,919
Hà Nội-  Đồng Nai-  Hồ Chí Minh,920
Hà Nội-  Bắc Ninh,921
Nghệ An-  Hà Nội-  Hồ Chí Minh,922
Bến Tre-  Long An-  Kiên Giang,923
Yên Bái-  Bắc Giang-  Bắc Ninh,924
Hồ Chí Minh-  Tây Ninh-  Bình Phước,925
Quảng Ninh-  Sóc Trăng-  Lâm Đồng,926
Quảng Ninh-  Hải Phòng,927
Hải Phòng-  Hồ Chí Minh,928
Phnompenh-  Hà Nội-  Hồ Chí Minh,929
Nam Định-  Nghệ An-  Vĩnh Phúc,930
KV Đông Nam Bộ-  Đồng Nai,931
Bình Phước-  Quảng Ngãi-  Thanh Hóa,932
Quảng Bình-  Thừa Thiên- Huế-  Quảng Trị,933
Nam Định-  Hà Nam-  Thái Bình,934
Đà Nẵng-  Hải Phòng-  Hà Nội,935
Hồ Chí Minh-  Đồng Bằng Sông Cửu Long-  Đà Nẵng,936
Bình Dương-  Hà Tĩnh,937
Ninh Thuận-  Khánh Hòa,938
Hồ Chí Minh-  Bình Dương-  Hà Nội,939
Lâm Đồng-  Phú Yên-  Bà Rịa - Vũng Tàu,940
Lâm Đồng-  Bình Dương-  Bình Phước,941
Lâm Đồng-  Đồng Nai-  Khánh Hòa,942
Bình Thuận-  Bà Rịa - Vũng Tàu-  Đồng Nai,943
Khánh Hòa-  Dak Lak-  Dak Nông,944
Quảng Ngãi-  KV Nam Trung Bộ-  Kon Tum,945
Đà Nẵng-  Hồ Chí Minh,946
KV Đông Nam Bộ-  Quảng Ninh-  Thanh Hóa,947
Lào Cai-  Yên Bái-  KV Bắc Trung Bộ,948
Cần Thơ-  Long An,949
Cần Thơ-  Tiền Giang-  Long An,950
Hưng Yên-  Hà Nội-  Hồ Chí Minh,951
Hồ Chí Minh-  Dak Lak,952
Indonesia-  Jakarta-  Hồ Chí Minh,953
Hải Phòng-  KV Bắc Trung Bộ,954
Hòa Bình-  KV Bắc Trung Bộ,955
KV Bắc Trung Bộ-  Thanh Hóa,956
Hưng Yên-  KV Bắc Trung Bộ-  Hải Dương,957
Gia Lai-  KV Tây Nguyên,958
Nghệ An-  KV Bắc Trung Bộ,959
Yên Bái-  KV Bắc Trung Bộ,960
Bình Thuận-  KV Đông Nam Bộ,961
Tuyên Quang-  KV Bắc Trung Bộ,962
Thái Nguyên-  KV Bắc Trung Bộ,963
KV Bắc Trung Bộ-  Hà Nam,964
Quảng Ninh-  KV Bắc Trung Bộ,965
Kon Tum-  KV Tây Nguyên-  Quảng Ngãi,966
Toàn quốc-  Lào Cai-  KV Bắc Trung Bộ,967
KV Bắc Trung Bộ-  Lai Châu,968
Long An-  Lâm Đồng,969
Điện Biên-  KV Bắc Trung Bộ,970
Toàn quốc-  Hà Tĩnh-  KV Bắc Trung Bộ,971
KV Bắc Trung Bộ-  Quảng Ninh,972
Bắc Ninh-  KV Bắc Trung Bộ,973
Thừa Thiên- Huế-  KV Nam Trung Bộ,974
Phú Yên-  KV Nam Trung Bộ,975
Hà Nội-  Thái Nguyên-  Nghệ An,976
Quảng Ngãi-  KV Nam Trung Bộ,977
Nam Định-  KV Bắc Trung Bộ,978
Bình Định-  KV Nam Trung Bộ,979
Đà Nẵng-  KV Nam Trung Bộ,980
Vĩnh Phúc-  KV Bắc Trung Bộ,981
Sơn La-  KV Bắc Trung Bộ,982
Quảng Trị-  KV Nam Trung Bộ,983
Sóc Trăng-  Đồng Bằng Sông Cửu Long,984
An Giang-  Đồng Bằng Sông Cửu Long,985
Hưng Yên-  KV Bắc Trung Bộ,986
Toàn quốc-  Cao Bằng-  KV Bắc Trung Bộ,987
Hải Dương-  KV Bắc Trung Bộ,988
Hà Nam-  Vĩnh Phúc,989
Gia Lai-  KV Nam Trung Bộ,990
Kiên Giang-  Đồng Bằng Sông Cửu Long,991
KV Tây Nguyên-  Bình Phước,992
Cần Thơ-  Đồng Bằng Sông Cửu Long,993
Long An-  KV Đông Nam Bộ,994
Vĩnh Long-  Đồng Bằng Sông Cửu Long,995
Tiền Giang-  Đồng Bằng Sông Cửu Long,996
Cà Mau-  Đồng Bằng Sông Cửu Long,997
An Giang-  Đồng Tháp-  Đồng Bằng Sông Cửu Long,998
Đồng Nai-  Tiền Giang-  Long An,999
Thừa Thiên- Huế-  Hà Nội,1000
KV Tây Nguyên,1001
Hồ Chí Minh-  Khánh Hòa,1002
Lào Cai-  Sơn La-  Lai Châu,1003
Nghệ An-  Hà Tĩnh-  Hà Nội,1004
Lào Cai-  Sơn La,1005
Bà Rịa - Vũng Tàu-  Bình Dương-  Tiền Giang,1006
Thái Bình-  Hải Dương-  Nam Định,1007
Bắc Ninh-  Hà Nội-  Hải Phòng,1008
Lào Cai-  Lai Châu-  Sơn La,1009
Hải Phòng-  Bến Tre-  Bình Thuận,1010
Hồ Chí Minh-  Hải Phòng-  Quảng Ninh,1011
Vĩnh Phúc-  Phú Thọ,1012
Quảng Ninh-  Vĩnh Phúc-  Nam Định,1013
Hà Nội-  Quảng Ninh-  Hải Phòng,1014
Cần Thơ-  Đà Nẵng,1015
Bình Định-  Quảng Ngãi-  Sóc Trăng,1016
Hà Nội-  Nam Định-  Thanh Hóa,1017
Tây Ninh-  Khánh Hòa,1018
Hà Nội-  Bắc Ninh-  Bắc Giang,1019
Hà Nội-  Hồ Chí Minh-  Bình Dương,1020
Hồ Chí Minh-  KV Đông Nam Bộ,1021
Tiền Giang-  Bình Dương-  Bình Phước,1022
Hải Dương-  Nam Định-  Nghệ An,1023
Cao Bằng-  Sơn La,1024
Thái Bình-  Nam Định-  Thái Nguyên,1025
Hà Nội-  Hải Dương,1026
Hà Nội-  Hồ Chí Minh-  KV Bắc Trung Bộ,1027
KV Đông Nam Bộ-  Bạc Liêu,1028
Đồng Bằng Sông Cửu Long-  Hồ Chí Minh,1029
Đồng Nai-  Long An-  Bình Phước,1030
Lào Cai-  Toàn quốc,1031
Bình Thuận-  Tây Ninh-  Bà Rịa - Vũng Tàu,1032
Hà Nội-  Bình Dương-  Hồ Chí Minh,1033
Hà Nội-  Bình Định-  Cần Thơ,1034
Bà Rịa - Vũng Tàu-  Bình Phước-  Bình Dương,1035
An Giang-  Sóc Trăng-  Kiên Giang,1036
Hà Nội-  Hồ Chí Minh-  Hưng Yên,1037
Lâm Đồng-  Hòa Bình-  Hưng Yên,1038
Hà Nội-  Hà Nam-  Lào Cai,1039
Hồ Chí Minh-  Long An-  Trà Vinh,1040
Hồ Chí Minh-  Tây Ninh,1041
Kiên Giang-  Thái Nguyên,1042
Phú Thọ-  Hà Nội,1043
Đồng Tháp-  Bến Tre-  Tiền Giang,1044
Hậu Giang-  Sóc Trăng,1045
Hà Nam-  Hưng Yên-  Nam Định,1046
An Giang-  Cà Mau-  Quảng Bình,1047
Hồ Chí Minh-  Tiền Giang-  Long An,1048
Bắc Ninh-  Thanh Hóa,1049
Bà Rịa - Vũng Tàu-  Bình Dương-  Long An,1050
Bình Dương-  Bình Phước-  Hồ Chí Minh,1051
Hà Nội-  Bình Dương-  Nghệ An,1052
Quảng Nam-  Phú Yên-  Bình Định,1053
Hà Tĩnh-  Quảng Bình-  Thừa Thiên- Huế,1054
Dak Lak-  Dak Nông-  Lâm Đồng,1055
Hải Dương-  Quảng Bình-  Cần Thơ,1056
Quảng Bình-  Cần Thơ-  Hồ Chí Minh,1057
Kiên Giang-  Hà Nội,1058
Đồng Nai-  Hồ Chí Minh-  Hà Nội,1059
Phú Yên-  Dak Lak,1060
Long An-  Đồng Nai-  Hồ Chí Minh,1061
Hồ Chí Minh-  Quảng Ngãi,1062
Long An-  Bình Dương-  Hưng Yên,1063
Hà Nội-  Bắc Ninh-  Hưng Yên,1064
Thái Nguyên-  Hưng Yên,1065
Bắc Ninh-  Hưng Yên-  Hà Nội,1066
Hà Nội-  Hưng Yên-  Thanh Hóa,1067
Hồ Chí Minh-  Bắc Ninh-  Hà Nội,1068
Kiên Giang-  Cần Thơ,1069
Thái Bình-  Hải Phòng,1070
Nam Định-  Hà Nội-  Hải Phòng,1071
Hà Nội-  Cần Thơ-  Hồ Chí Minh,1072
Tây Ninh-  Đồng Nai-  Hồ Chí Minh,1073
Vĩnh Phúc-  Đồng Nai,1074
Trà Vinh-  Kiên Giang,1075
Cần Thơ-  Đồng Tháp-  Long An,1076
Quảng Ngãi-  Đà Nẵng,1077
Long An-  Cần Thơ,1078
Khánh Hòa-  Phú Yên,1079
Đà Nẵng-  Thừa Thiên- Huế,1080
Hồ Chí Minh-  Tây Ninh-  Đồng Tháp,1081
Quảng Bình-  Đà Nẵng-  Thừa Thiên- Huế,1082
Bình Định-  Khánh Hòa-  Phú Yên,1083
Bình Dương-  Đồng Nai-  Hồ Chí Minh,1084
Hà Nội-  Toàn quốc,1085
Bắc Ninh-  Hà Nội-  Nghệ An,1086
Đồng Tháp-  Bạc Liêu-  Cà Mau,1087
Quảng Bình-  Kiên Giang-  An Giang,1088
Đồng Nai-  Bình Dương,1089
Thái Bình-  Nghệ An-  Hà Tĩnh,1090
Lâm Đồng-  Hà Nội,1091
Quảng Ninh-  Bắc Ninh-  Bắc Giang,1092
Hà Nam-  Nam Định-  Thái Bình,1093
Tiền Giang-  Dak Lak-  Bình Thuận,1094
Hồ Chí Minh-  Đồng Tháp-  Lâm Đồng,1095
Long An-  Hà Nội-  Quảng Ngãi,1096
Lạng Sơn-  Ninh Bình-  Cao Bằng,1097
Tiền Giang-  Tây Ninh,1098
Khánh Hòa-  Ninh Thuận-  Bình Thuận,1099
Hồ Chí Minh-  Đà Nẵng-  Quảng Bình,1100
Ninh Thuận-  Bình Thuận,1101
Bắc Ninh-  Hà Nội-  Bắc Giang,1102
Quảng Nam-  Thừa Thiên- Huế,1103
Nam Định-  Thái Bình-  Ninh Bình,1104
Hải Phòng-  Bắc Ninh-  Quảng Ninh,1105
Bắc Ninh-  Hà Nam-  Hà Nội,1106
Hà Giang-  Hải Phòng-  Quảng Ninh,1107
Quảng Trị-  Nghệ An-  Phú Yên,1108
Yên Bái-  Toàn quốc,1109
Ninh Bình-  Quảng Nam,1110
An Giang-  Cần Thơ-  Cà Mau,1111
Nam Định-  Hưng Yên-  Hải Phòng,1112
Hà Nam-  Đồng Nai,1113
Khánh Hòa-  Đồng Nai,1114
Hà Nội-  Nam Định-  Hải Phòng,1115
Khánh Hòa-  Bình Định,1116
Dak Lak-  Cần Thơ-  Đồng Nai,1117
Tiền Giang-  Khánh Hòa,1118
Yokohama,1119
Hà Nội-  Thanh Hóa-  Ninh Bình,1120
Hải Phòng-  Phú Thọ,1121
Long An-  Tiền Giang-  Vĩnh Long,1122
Bình Dương-  Quảng Nam,1123
Hồ Chí Minh-  Đồng Tháp,1124
Thái Bình-  Hà Nội-  Hà Nam,1125
Hồ Chí Minh-  Kiên Giang-  Hải Phòng,1126
Hồ Chí Minh-  Hải Phòng-  Kiên Giang,1127
Hà Nội-  Cà Mau,1128
Hòa Bình-  Thanh Hóa,1129
Long An-  Tiền Giang,1130
Dak Lak-  Nam Định-  Phú Yên,1131
Hưng Yên-  Hà Nam,1132
Bà Rịa - Vũng Tàu-  Tây Ninh,1133
Quảng Ninh-  Hà Nội-  Kiên Giang,1134
Đồng Tháp-  Cần Thơ,1135
Đồng Tháp-  Cần Thơ-  Hà Nội,1136
Thái Nguyên-  Lào Cai-  Đồng Tháp,1137
An Giang-  Cà Mau-  Kiên Giang,1138
Hà Nội-  Lâm Đồng-  Dak Lak,1139
Hà Nội-  Hà Tĩnh,1140
Bình Dương-  Đồng Tháp,1141
Hà Nội-  Thanh Hóa-  Hòa Bình,1142
Bình Dương-  Đồng Nai-  Bà Rịa - Vũng Tàu,1143
Gia Lai-  Dak Lak-  Khánh Hòa,1144
Hồ Chí Minh-  Đồng Nai-  Bà Rịa - Vũng Tàu,1145
Đồng Nai-  Lâm Đồng-  Dak Lak,1146
